times,系统负荷实际值,系统负荷预测值,风光总加实际值,风光总加预测值,联络线实际值,联络线预测值,风电实际值,风电预测值,光伏实际值,光伏预测值,水电实际值,水电预测值,非市场化机组实际值,非市场化机组预测值
2025-01-01 00:15:00,3.0184495784155145,3.0147608025172614,0.4702249544093159,0.5436182703088723,0.1118421424010047,0.1472705206526859,0.4796593844776043,0.5420536963489859,-0.0094344300682884,0.0015645739598863,-0.00901015071117,0.090382022389134,0.4046362748161582,0.5090812293512367
2025-01-01 00:30:00,3.009087381031165,3.011324490368698,0.4947966901361197,0.5510161594629922,0.1235676809977329,0.1472705206526859,0.5042619768849259,0.5491801869721887,-0.0094652867488061,0.0018359724908034,-0.03098080852797,0.0487984376623642,0.3838774429978718,0.4715195324146723
2025-01-01 00:45:00,3.015342871717936,3.008533363358233,0.5045509076206827,0.5641281448184363,0.1193410170550008,0.1472705206526859,0.5140610768138782,0.5620179686439414,-0.0095101691931955,0.0021101761744949,-0.0361415883445562,0.0086174293227628,0.3788043242054836,0.4347601091715684
2025-01-01 01:00:00,3.0156724771689207,3.004283556905113,0.5071035966453292,0.5776055013227379,0.1137776978152972,0.1472705206526859,0.5166544405537526,0.575220420176358,-0.0095508439084234,0.0023850811463799,-0.0481981349686561,0.0230976279438898,0.3706497450904863,0.4525889589170599
2025-01-01 01:15:00,3.006780142874273,3.002369040136628,0.53162974863955,0.5878842823761018,0.1088953294115638,0.1472705206526859,0.5414604065372136,0.5854999025179154,-0.0098306578976635,0.0023843798581863,-0.0499766018275857,0.0353708726198072,0.3741288358188576,0.4655726085330782
2025-01-01 01:30:00,3.0144382099482128,2.9992763592029217,0.5420137229219516,0.5986757050989756,0.1107327044787545,0.1472705206526859,0.5533521504358213,0.5962913252407893,-0.0113384275138696,0.0023843798581863,-0.0502648312751488,0.0420190846949856,0.3748595781165723,0.4730434316593309
2025-01-01 01:45:00,3.0199783866775283,2.9966535413589166,0.5504929984705784,0.6087230610484567,0.1219911851385555,0.1472705206526859,0.5624464557302213,0.6063372786138832,-0.011953457259643,0.0023857824345735,-0.0354641439495539,0.0421102521601515,0.3908012613331288,0.472432609642719
2025-01-01 02:00:00,3.016324675188954,2.994206045563308,0.572585680433062,0.6180270515127386,0.1016622429829362,0.1472705206526859,0.5844914500955414,0.6156377626371972,-0.0119057696624792,0.0023892888755414,-0.0501428071294652,0.0421993157607367,0.378633209886249,0.4741486618524195
2025-01-01 02:15:00,3.0216404396963226,2.993490731605852,0.5689936823055237,0.6240567274011757,0.0579677807934779,0.1472705206526859,0.5957941119115381,0.6219241100044861,-0.0268004296060145,0.0021326173966896,-0.050345479417411,0.0421088495837644,0.3794123410693211,0.4731051450203662
2025-01-01 02:30:00,3.008568427767913,2.9901385740405195,0.5869452574848926,0.628480453326305,0.0126007462623212,0.1472705206526859,0.6011807065264586,0.6266024035438865,-0.014235449041566,0.0018780497824185,-0.0699591076155744,0.0420541491046648,0.3611865622062608,0.4700384117498224
2025-01-01 02:45:00,3.003442011072812,2.986688236128085,0.5776938636351295,0.6324315110089584,0.0384018401924782,0.1472705206526859,0.5890070447740301,0.6308017172470687,-0.0113131811389006,0.0016297937618897,-0.0634371274152412,0.0419356313999491,0.3672527050807643,0.4696583135488998
2025-01-01 03:00:00,2.988595740014634,2.99160426636511,0.5848280684284617,0.6353846355921416,0.0310993262326857,0.1472705206526859,0.591211894854659,0.6340094094445229,-0.0063838264261971,0.0013752261476186,-0.0636447087205421,0.0419173979069159,0.3672716398619911,0.4678020037004824
2025-01-01 03:15:00,2.991211544976703,2.9907276561231297,0.5961026787167153,0.6374162674889551,0.0323679565748796,0.1472705206526859,0.6019885905254676,0.6360270155774648,-0.0058859118087523,0.0013892519114903,-0.0631636250197433,0.0419531636047887,0.3699540672024508,0.4688216767339538
2025-01-01 03:30:00,2.98968273671469,2.989212873624988,0.5924580839746579,0.6404367157387224,0.0277310390389007,0.1472705206526859,0.5984540980298031,0.6390327367751668,-0.005996014055145,0.0014039789635556,-0.0630465098914148,0.0419622803513053,0.3688109674469085,0.4690860623829351
